Time(s),Bus Voltage(V),Shunt Voltage(mV),Current(mA),Power(mW)
259.1257288455963,5.644,0.93,97.0,560.0
260.1306188106537,5.644,1.07,105.0,580.0
261.1376721858978,5.644,0.94,96.0,560.0
262.1418788433075,5.644,0.97,94.0,520.0
263.14873790740967,5.64,1.08,109.0,620.0
264.1557970046997,5.648,0.94,94.0,520.0
265.16020035743713,5.648,0.94,97.0,560.0
266.1666352748871,5.64,1.06,105.0,580.0
267.1708688735962,5.644,0.92,93.0,520.0
268.1777775287628,5.648,0.94,99.0,560.0
269.1826374530792,5.64,1.04,107.0,580.0
270.1888978481293,5.648,0.93,94.0,520.0
271.1959090232849,5.644,0.96,93.0,520.0
272.20028257369995,5.64,1.05,103.0,580.0
273.2072949409485,5.644,1.09,108.0,620.0
274.2120797634125,5.648,0.97,108.0,620.0
275.21874713897705,5.64,1.08,106.0,580.0
276.22583532333374,5.644,0.96,96.0,560.0
277.2302095890045,5.648,0.95,94.0,520.0
278.2371118068695,5.64,1.06,105.0,580.0
279.2418875694275,5.64,1.04,110.0,620.0
280.24843549728394,5.64,1.07,109.0,620.0
281.25283670425415,5.64,1.04,108.0,620.0
282.260066986084,5.644,0.93,95.0,520.0
283.2662773132324,5.644,0.94,105.0,580.0
284.2707190513611,5.636,1.07,105.0,580.0
285.2783102989197,5.64,0.93,94.0,520.0
286.28261494636536,5.644,1.1,108.0,620.0
287.2895874977112,5.64,1.05,107.0,580.0
288.29611134529114,5.644,0.96,93.0,520.0
289.3002464771271,5.636,1.09,104.0,580.0
290.30742287635803,5.64,1.06,95.0,520.0
291.31166195869446,5.644,0.97,95.0,520.0
292.3186357021332,5.64,1.14,107.0,580.0
293.3257894515991,5.64,1.07,104.0,580.0
294.3298318386078,5.644,0.95,95.0,520.0
295.3367898464203,5.636,1.06,109.0,620.0
296.34148263931274,5.644,0.93,95.0,520.0
297.3481328487396,5.644,0.94,95.0,520.0
298.352420091629,5.64,1.09,107.0,580.0
299.35918259620667,5.636,1.03,105.0,580.0
300.3663671016693,5.64,0.99,98.0,560.0
301.3708550930023,5.64,1.07,106.0,580.0
302.3777484893799,5.644,0.94,96.0,560.0
303.382609128952,5.64,0.95,97.0,560.0
304.3892059326172,5.636,1.08,105.0,580.0
305.39652013778687,5.636,1.09,104.0,580.0
306.40051221847534,5.644,0.93,94.0,520.0
307.4071846008301,5.636,1.06,106.0,580.0
308.4114863872528,5.64,0.97,97.0,560.0
309.4187071323395,5.64,1.05,106.0,580.0
310.4253077507019,5.64,0.94,94.0,520.0
311.43030405044556,5.636,1.07,106.0,580.0
312.4365131855011,5.644,0.92,94.0,520.0
313.44139766693115,5.636,1.07,108.0,620.0
314.4476890563965,5.64,0.96,94.0,520.0
315.45286774635315,5.64,0.93,94.0,520.0
316.459942817688,5.644,0.94,97.0,560.0
317.46670627593994,5.636,1.05,108.0,620.0
318.47044110298157,5.64,0.94,95.0,520.0
319.47769260406494,5.636,1.04,103.0,580.0
